date,ws,wd,air_temp,atmos_pres,RH,Y,M,W,D,pm
2021/10/1,1.95,86.59459459,18.64107143,1011.5625,57.93374848,2021,10,39,274,10.41304348
2021/10/2,1.501785714,200.8387097,19.38928571,1009.225,83.5036542,2021,10,39,275,27.69097222
2021/10/3,3.008928571,294.3061224,19.40892857,1012.475,67.7028422,2021,10,39,276,28.60069444
2021/10/4,2.723214286,272.5,14.21071429,1025.9375,74.89319767,2021,10,40,277,3.439764493
2021/10/5,2.189285714,286.4489796,13.775,1028.775,80.26782249,2021,10,40,278,5.635416667
2021/10/6,2.178571429,299.254902,10.25,1024.7375,89.21231727,2021,10,40,279,5.847222222
2021/10/7,1.3375,198.8918919,13.00892857,1022,79.45452611,2021,10,40,280,7.410784314
2021/10/8,1.660714286,177.2820513,15.45714286,1021.5375,76.5636862,2021,10,40,281,18.37127159
2021/10/9,2.907142857,231.7027027,13.93928571,1021.325,76.38714697,2021,10,40,282,21.81242214
2021/10/10,4.098214286,312.5,12.22142857,1028.1125,45.34862625,2021,10,40,283,3.670138889
2021/10/11,1.898214286,247.9767442,11.36607143,1028.3375,61.76731085,2021,10,41,284,7.472222222
2021/10/12,1.45,209.6129032,13.33928571,1027.4875,64.9251043,2021,10,41,285,12.73958333
2021/10/13,1.605357143,251.1666667,15.475,1023.35,69.05944681,2021,10,41,286,29.85416667
2021/10/14,2.305357143,256.5416667,15.07142857,1022.825,78.67723156,2021,10,41,287,17.90972222
2021/10/15,5.633928571,316.1296296,13.03571429,1031,29.30561729,2021,10,41,288,7.909722222
2021/10/16,3.208928571,299.3409091,5.7875,1037.4375,47.0219768,2021,10,41,289,3.902777778
2021/10/17,1.898214286,167.0232558,8.092857143,1025.1875,56.26293491,2021,10,41,290,14.77083333
2021/10/18,2.614285714,122.6,10.09642857,1023.65,47.34700852,2021,10,42,291,37.19112319
2021/10/19,2.010714286,183.9069767,7.2375,1029.8875,50.69556653,2021,10,42,292,5.262983092
2021/10/20,1.973214286,237.4222222,7.735714286,1024.0875,64.37454873,2021,10,42,293,22.49400253
2021/10/21,2.325,270.8478261,10.72857143,1025.1,47.28185777,2021,10,42,294,14.89930556
2021/10/22,1.428571429,226.7368421,9.053571429,1029.5125,59.35089647,2021,10,42,295,8.680555556
2021/10/23,1.358928571,175.1176471,8.441071429,1028.2,70.04051703,2021,10,42,296,28.95138889
2021/10/24,1.098214286,210.0606061,9.525,1023.7875,76.71846599,2021,10,42,297,68.17013889
2021/10/25,1.394642857,226.5833333,11.91071429,1019.1,77.45249913,2021,10,43,298,120.040157
2021/10/26,1.942857143,245.7,12.22407407,1022.4125,54.75074461,2021,10,43,299,46.1984127
2021/10/27,2.1375,276.5306122,12.1875,1023.7,51.98466029,2021,10,43,300,6.555555556
2021/10/28,1.425,216.826087,11.34821429,1023.8875,66.79110673,2021,10,43,301,17.95801768
2021/10/29,1.425,203.6666667,11.09285714,1021.5,75.4321148,2021,10,43,302,67.43055556
2021/10/30,2.605357143,258.725,13.97321429,1022.6625,51.23835417,2021,10,43,303,97.75362319
2021/10/31,2.019642857,139.4583333,11.98571429,1029.025,59.37647607,2021,10,43,304,18.85748792
2021/11/1,1.057142857,113.8,8.826785714,1028.4625,77.85515886,2021,11,44,305,59.96588164
2021/11/2,1.257142857,113.9375,9.610714286,1021.9,84.5425648,2021,11,44,306,67.68055556
2021/11/3,1.7,146.7428571,10.01071429,1017.0375,85.43754908,2021,11,44,307,95.96180556
2021/11/4,1.451785714,163.2222222,9.7375,1016.7875,87.66941523,2021,11,44,308,131.4097222
2021/11/5,1.15,202.2608696,10.78571429,1017.7125,89.88835661,2021,11,44,309,149.1319444
2021/11/6,6.476363636,306.5102041,3.578181818,1026.075,90.32786325,2021,11,44,310,83.69097222
2021/11/7,7,287.2142857,-0.694642857,1027.7125,57.61810625,2021,11,44,311,3.545138889
2021/11/8,7.082142857,295.6071429,3.619642857,1021.775,36.7478345,2021,11,45,312,3.952294686
2021/11/9,6.017857143,289.1071429,7.883928571,1016.175,38.15726702,2021,11,45,313,4.010416667
2021/11/10,6.858928571,311.125,9.853571429,1017.7625,29.09384109,2021,11,45,314,4.954861111
2021/11/11,4.969642857,309.2115385,7.701785714,1021.2125,31.74781207,2021,11,45,315,5.067866162
2021/11/12,2.683928571,270.6590909,8.275,1018.8125,44.42893384,2021,11,45,316,13.56597222
2021/11/13,3.516071429,260.2083333,9.348214286,1016.375,40.50277697,2021,11,45,317,21.09027778
2021/11/14,2.7875,187.6981132,9.496428571,1020.3875,37.00137892,2021,11,45,318,22.07291667
2021/11/15,1.535714286,227.6666667,4.478571429,1025.7,69.49112832,2021,11,46,319,34.09707126
2021/11/16,1.421428571,192.3235294,5.151785714,1025.3375,78.10115172,2021,11,46,320,52.3223128
2021/11/17,1.141071429,143.6538462,4.680357143,1018.225,84.54954008,2021,11,46,321,85.67361111
2021/11/18,2.3875,110.2222222,6,1015.8375,70.09752187,2021,11,46,322,110.1439394
2021/11/19,2.117857143,122.84,5.648214286,1022.2625,51.44858178,2021,11,46,323,12.8120471
2021/11/20,1.592857143,164.9534884,5.2125,1022.9375,66.37198681,2021,11,46,324,26.54513889
2021/11/21,8.282142857,301.0357143,3.064285714,1025.35,30.15370751,2021,11,46,325,29.35794082
2021/11/22,2.892857143,275.5116279,-2.219642857,1027.025,41.6927836,2021,11,47,326,6.640398551
2021/11/23,1.780357143,193.8571429,0.292857143,1019.8125,51.02711052,2021,11,47,327,15.97222222
2021/11/24,1.3875,231,2.776785714,1016.725,54.56556646,2021,11,47,328,31.22673748
2021/11/25,1.394642857,218.4736842,3.603571429,1022.825,55.08894399,2021,11,47,329,36.15625
2021/11/26,1.778571429,97.84615385,4.201785714,1031.5,54.04991915,2021,11,47,330,19.41319444
2021/11/27,1.030357143,174.2333333,3.3,1032.1875,81.34824143,2021,11,47,331,60.22569444
2021/11/28,1.55,189.2162162,3.616071429,1028.1125,81.46547294,2021,11,47,332,102.2048611
2021/11/29,4.398214286,226.254902,3.3375,1026.275,59.16075782,2021,11,48,333,59.3946256
2021/11/30,5.603571429,286,1.341071429,1029.0375,31.74735841,2021,11,48,334,4.526570048
2021/12/1,2.676785714,242.25,3.048214286,1025.8375,40.14244463,2021,12,48,335,8.902777778
2021/12/2,5.060714286,287.1632653,6.766071429,1018.2875,28.59783798,2021,12,48,336,10.59047619
2021/12/3,2.571428571,243.7317073,5.026785714,1023.55,44.11552118,2021,12,48,337,12.25966184
2021/12/4,1.141071429,185.3428571,2.548214286,1026.15,59.53547359,2021,12,48,338,22.24652778
2021/12/5,1.789285714,236.2894737,3.969642857,1022.9375,64.59595055,2021,12,48,339,56.89551768
2021/12/6,2.257142857,266.3,3.328571429,1032.875,49.30104374,2021,12,49,340,21.49670619
2021/12/7,1.276785714,245.125,1.085714286,1033.4125,62.03057569,2021,12,49,341,13.59782609
2021/12/8,1.292857143,99.76923077,3.001785714,1029.9125,72.50531248,2021,12,49,342,39.28125
2021/12/9,1.132142857,237.5,1.521428571,1026.85,94.93914266,2021,12,49,343,95.59148551
2021/12/10,1.707142857,140.3714286,2.319642857,1029.5,70.73182607,2021,12,49,344,56.81597222
2021/12/11,6.126785714,320.0740741,4.276785714,1032.5375,33.88534566,2021,12,49,345,21.59057971
2021/12/12,3.864285714,257.8,-1.828571429,1035.75,37.94611627,2021,12,49,346,4.298611111
2021/12/13,1.491071429,226.1111111,-2.344642857,1023.1125,60.00196484,2021,12,50,347,23.49350845
2021/12/14,1.447272727,212.7142857,-1.174545455,1017.75,66.04507517,2021,12,50,348,48.10069444
2021/12/15,1.972727273,209.3939394,-0.927272727,1020.642857,68.78071143,2021,12,50,349,67.33333333
2021/12/16,6.564285714,325.8035714,-0.816071429,1031.525,24.55888264,2021,12,50,350,22.71180556
2021/12/17,3.169642857,219.6956522,-5.710714286,1034.0125,35.92148096,2021,12,50,351,7.241847826
2021/12/18,2.673214286,256.78125,-2.867857143,1024.025,45.37770787,2021,12,50,352,15.86458333
2021/12/19,1.378571429,240.6206897,-0.608928571,1017.275,54.76166081,2021,12,50,353,35.17013889
2021/12/20,2.757142857,240.4634146,3.742857143,1015.05,42.53246582,2021,12,51,354,38.31099034
2021/12/21,2.455357143,138.4901961,2.776785714,1022.975,55.0493849,2021,12,51,355,25.98958333
2021/12/22,1.773214286,134.4634146,0.410714286,1026.525,62.06620936,2021,12,51,356,31.71527778
2021/12/23,2.696428571,62.31707317,-3.280357143,1031.0625,49.31940769,2021,12,51,357,46.01515152
2021/12/24,4.755357143,136.5,-7.666071429,1042.25,25.24861628,2021,12,51,358,7.826790634
2021/12/25,5.708928571,308.0714286,-7.658928571,1045.725,21.781872,2021,12,51,359,4.715277778
2021/12/26,3.1875,224.8604651,-6.696428571,1038.575,39.30337009,2021,12,51,360,9.149305556
2021/12/27,1.376785714,245.3684211,-4.060714286,1030.25,49.54350102,2021,12,52,361,22.98641304
2021/12/28,3.203571429,268.9268293,-0.341071429,1023.475,34.34549622,2021,12,52,362,34.11805556
2021/12/29,3.773214286,258.7608696,-0.801785714,1028.075,33.31048993,2021,12,52,363,11.34415584
2021/12/30,2.257142857,210.5789474,-1.880357143,1031.675,39.36044653,2021,12,52,364,11.53656126
2021/12/31,1.2875,210.4358974,-3.7,1030.05,53.29197267,2021,12,52,365,19.72916667
